statnm,statid,chgerid,chgertype,addrdoro,lat,lng,usetime,stat
종묘 공영주차장,11110003,01,03,서울특별시 종로구 종로 157,37.571076,126.99588,24시간 이용가능,2
세종로 공영주차장,11110006,01,06,서울특별시 종로구 세종대로 189,37.573611,126.976011,24시간 이용가능,3
그랜드앰배서더 서울,11140018,01,06,서울특별시 중구 동호로 287,37.559352,127.00235,24시간 이용가능,5
한강진역 공영주차장,11170004,01,03,서울특별시 용산구 한남동 산10-84,37.540085,127.002804,24시간 이용가능,2
마장동사무소 앞(공중전화부스),11200006,01,06,서울특별시 성동구 마장동 808,37.5660935,127.0455256,24시간 이용가능,2
청량리롯데백화점,11230005,01,03,서울특별시 동대문구 왕산로 214,37.58065,127.047938,24시간 이용가능,2
이마트 이문점,11230006,01,03,서울특별시 동대문구 이문로 136,37.598454,127.061848,10:00~24:00,2
홈플러스 면목점,11260003,01,03,서울특별시 중랑구 사가정로 332,37.580612,127.08154,10:00~24:00,4
홈플러스 월곡점,11290003,02,03,서울특별시 성북구 화랑로 76,37.60208293,127.04002398,10:00~24:00,2
성북벤처빌딩 공영주차장,11290006,01,06,서울특별시 성북구 장위2동 65-154,37.60936,127.053263,24시간 이용가능,2
롯데마트 삼양점,11305002,01,03,서울특별시 강북구 삼양로 247,37.625405,127.017897,10:00~24:00,2
빅마켓 도봉점,11320004,01,03,서울특별시 도봉구 마들로 645,37.667567,127.04549,10:00~22:00,2
이마트 은평점,11380001,01,03,서울특별시 은평구 은평로 111,37.60047527,126.92047408,10:00~24:00,2
구파발역 환승주차장,11380002,01,03,서울특별시 은평구 진관동 66-30,37.638403,126.919044,24시간 이용가능,2
홈플러스 월드컵점,11440006,01,03,서울특별시 마포구 월드컵로 240,37.566685,126.898753,08:00~24:00,2
시설관리공단 마포유수지주차장,11440007,01,03,서울특별시 마포구 마포대로1길 19,37.539442,126.943054,24시간 이용가능,2
노을공원,11440017,01,06,서울특별시 마포구 상암동 482-116 ,37.569588,126.879244,24시간 이용가능,2
홈플러스 목동점,11470001,01,03,서울특별시 양천구 목동서로 170,37.52992611,126.87364033,10:00~24:00,2
해맞이공영주차장,11470003,01,06,서울특별시 양천구 지양로 47,37.520062,126.834854,24시간 이용가능,1
홈플러스 가양점,11500004,01,03,서울특별시 강서구 양천로 431,37.56401856,126.85059572,10:00~24:00,2
롯데마트 김포공항점,11500008,01,06,서울특별시 강서구 하늘길 77,37.563453,126.803539,24시간 이용가능,2
메이필드호텔,11500009,01,06,서울특별시 강서구 방화대로 94,37.546851,126.818613,24시간 이용가능,2
롯데마트 구로점,11530002,02,03,서울특별시 구로구 경인로 482,37.49797486,126.87234534,10:00~24:00,1
천왕역 환승주차장,11530007,01,03,서울특별시 구로구 오류동 174-10,37.487234,126.839153,24시간 이용가능,1
구로리공원 앞(공중전화부스),11530008,01,06,서울특별시 구로구 구로동 136-14,37.4912466,126.8919514,24시간 이용가능,2
홈플러스 시흥점,11545001,01,03,서울특별시 금천구 시흥대로 201,37.45222814,126.90093936,10:00~24:00,1
독산1동 공영주차장,11545005,01,03,서울특별시 금천구 범안로12가길 65,37.464893,126.89479,24시간 이용가능,2
제일모직아울렛 건너편(공중전화부스),11545006,01,06,서울특별시 금천구 가산동 239-27,37.4744454,126.8867302,24시간 이용가능,2
영등포구 대신시장(공중전화부스),11560005,01,06,서울특별시 영등포구 신길1동 116-15,37.5113404,126.9176919,24시간 이용가능,2
현대차 남부서비스센터,11590006,01,03,서울특별시 동작구 노량진로 53,37.514185,126.931894,24시간 이용가능,2
동작주차공원 공영주차장,11590008,01,06,서울특별시 동작구 현충로 213,37.503803,126.976775,24시간 이용가능,2
조원동 제1공영주차장,11620007,01,06,서울특별시 관악구 신림동 571-6,37.481069,126.905703,24시간 이용가능,2
사당역 공영주차장,11650003,02,03,서울특별시 서초구 과천대로 950-18,37.475256,126.982638,24시간 이용가능,2
이마트 양재점,11650005,01,03,서울특별시 서초구 매헌로 16,37.463293,127.036812,09:00~24:00,2
수서역 공영주차장,11680001,02,03,서울특별시 강남구 수서동 735,37.487569,127.101016,24시간 이용가능,2
학여울역 공영주차장,11680002,01,03,서울특별시 강남구 남부순환로 3104,37.496722,127.070444,05:00~익일01:00,2
개포동공원 공영주차장,11680012,01,06,서울특별시 강남구 개포로 509,37.489757,127.068269,24시간 이용가능,2
탄천제2호 공영주차장,11680013,01,06,서울특별시 강남구 일원동 4-49,37.493865,127.08723,24시간 이용가능,2
롯데마트 잠실점,11710001,02,03,서울특별시 송파구 올림픽로 240,37.511818,127.096321,10:00~24:00,5
이마트 명일점,11740004,01,03,서울특별시 강동구 고덕로 276,37.554606,127.155966,10:00~24:00,2
홈플러스 영도점,26200001,01,01,부산광역시 영도구 대교로14번길 57,35.095906,129.04424,09:00~24:00,2
온천장역 공영주차장,26260002,01,06,부산광역시 금정구 오시게로 20,35.21929,129.08605,24시간 이용가능,2
이마트 문현점,26290002,01,03,부산광역시 남구 전포대로91번길 47,35.144356,129.064256,10:00~24:00,2
하단역 공영주차장,26380002,01,06,부산광역시 사하구 하신중앙로 313,35.106166,128.96576,24시간 이용가능,2
이마트 금정점,26410001,01,01,부산광역시 금정구 중앙대로1841번길 24,35.24975906,129.0901501,10:00~24:00,5
남산역 공영주차장,26410002,01,06,부산광역시 금정구 중앙대로 2030,35.265513,129.092746,24시간 이용가능,2
부산환경공단 명지사업소,26440004,01,06,부산광역시 강서구 명지오션시티13로 12-11,35.090537,128.898577,24시간 이용가능,2
홈플러스 아시아드점,26470003,01,03,부산광역시 연제구 종합운동장로 7,35.19104755,129.06250571,09:00~24:00,5
이마트 연제점,26470004,01,03,부산광역시 연제구 연수로 89,35.176147,129.081345,10:00~24:00,3
학장천 공영주차장,26530004,01,06,부산광역시 사상구 가야대로 309,35.1485,129.000724,24시간 이용가능,2
장안휴게소(울산방향),26710001,01,06,부산광역시 기장군 장안읍 동해고속도로 26,35.3820817,129.248685,24시간 이용가능,2
기장군청,26710003,01,06,부산광역시 기장군 기장읍 기장대로 560,35.2443,129.2232,24시간 이용가능,2
성명맨션 앞(공중전화부스),27140005,01,06,대구광역시 동구 신천3동 146-15,35.8683691,128.6232879,24시간 이용가능,2
망우당공원 택시쉼터,27140006,01,06,대구광역시 동구 효동로2길 93,35.8764164,128.6564477,24시간 이용가능,2
원평치안센터(공중전화부스),27170002,01,06,대구광역시 서구 평리3동 729-2,35.8793788,128.561858,24시간 이용가능,2
만평네거리 북편 공영주차장,27230005,01,06,대구광역시 북구 팔달로 105,35.8900805,128.562145,24시간 이용가능,1
대구교통연수원,27260005,01,06,대구광역시 수성구 무학로 203,35.8302242,128.6304832,24시간 이용가능,2
성서국민체육센터,27290005,01,06,대구광역시 달서구 선원로 133,35.8598646,128.5068616,24시간 이용가능,2
홀마트 앞 (공중전화부스),27710003,01,06,대구광역시 달성군 논공읍 논공로 749,35.7290522,128.445777,24시간 이용가능,1
인천공항 정부합동청사,28110004,01,03,인천광역시 중구 공항로424번길 47,37.440993,126.461521,24시간 이용가능,1
롯데마트 영종도점,28110007,01,03,인천광역시 중구 흰바위로 51,37.492675,126.491194,10:00~22:00,2
차이나타운 주차장,28110008,01,06,인천광역시 중구 신포로27번길 80,37.4761432,126.6183817,24시간 이용가능,2
송림체육관,28140001,01,06,인천광역시 동구 염전로 30,37.4855897,126.6473026,24시간 이용가능,2
홈플러스 인하점,28170003,01,03,인천광역시 미추홀구 소성로 6,37.44690295,126.65056482,09:00~24:00,2
이마트 연수점,28185004,01,03,인천광역시 연수구 경원대로 184,37.4047181,126.68192511,10:00~24:00,2
홈플러스 구월점,28200002,01,03,인천광역시 남동구 예술로 198,37.45195982,126.70177106,09:00~24:00,2
계양구 공영주차장,28245002,01,06,인천광역시 계양구 봉오대로 679-1,37.530611,126.724568,24시간 이용가능,2
인천서구청 제1주차장,28260007,01,03,인천광역시 서구 탁옥로51번길 26,37.546063,126.675578,24시간 이용가능,1
홈플러스 가좌점,28260008,01,03,인천광역시 서구 가정로151번길 11,37.497573,126.670692,10:00~23:30,2
소태역 환승주차장,29110002,01,06,광주광역시 동구 남문로 575,35.122112,126.932263,24시간 이용가능,1
광주시청,29140004,12,06,광주광역시 서구 내방로 111,35.160317,126.849815,24시간 이용가능,2
광주시청,29140004,11,06,광주광역시 서구 내방로 111,35.160317,126.849815,24시간 이용가능,2
송암동주민센터,29155001,01,06,광주광역시 남구 송암로 66,35.111648,126.877215,24시간 이용가능,1
광주문화예술회관,29170003,01,03,광주광역시 북구 북문대로 60,35.177718,126.881703,24시간 이용가능,2
중소기업진흥공단 호남연수원,29170004,01,06,광주광역시 북구 동문대로456번길 40,35.203949,126.937339,24시간 이용가능,2
홈플러스 동대전점,30110001,01,03,대전광역시 동구 한밭대로 1282,36.353803,127.437375,10:00~24:00,2
대전월드컵경기장,30200003,01,06,대전광역시 유성구 월드컵대로 32,36.363604,127.32591,24시간 이용가능,2
울산 중구 동천체육관,31110002,01,06,울산광역시 중구 염포로 85,35.561792,129.352073,24시간 이용가능,2
울산 동구 전하체육센터,31170002,01,06,울산광역시 동구 봉수로 285,35.512571,129.422104,24시간 이용가능,5
울산시 북구청,31200001,02,06,울산광역시 북구 연암동 산업로 1010 북구청,35.582734,129.360909,24시간 이용가능,2
농소2동 주민센터,31200002,01,06,울산광역시 북구 찬샘1길 24,35.638203,129.3480953,24시간 이용가능,2
울산 울주군 서생면사무소,31710004,01,06,울산광역시 울주군 서생면 해맞이로 894,35.349902,129.32604,24시간 이용가능,2
첫마을 BRT 환승주차장 A,36110001,01,06,세종특별자치시 나성남로 7-7 BRT환승센터 B주차장 B1 (나성동 531),36.482178,127.260583,24시간 이용가능,2
첫마을 BRT 환승주차장 B,36110002,01,06,세종특별자치시 나성남로 7-7 BRT환승센터 B주차장 B1 (나성동 778),36.481515,127.262794,24시간 이용가능,4
홈플러스 동수원점,41110003,01,03,경기도 수원시 팔달구 효원로 257,37.26286532,127.02963007,10:00~24:00,2
이마트 서수원점,41110007,01,03,경기도 수원시 권선구 수인로 291,37.282506,126.970137,10:00~24:00,2
장안구청,41111001,01,06,경기도 수원시 장안구 송원로 101,37.304438,127.010121,24시간 이용가능,2
수원화성박물관,41115001,01,06,경기도 수원시 팔달구 창룡대로 21,37.2831563,127.0193734,24시간 이용가능,2
롯데마트 영통점,41117001,01,06,경기도 수원시 영통구 봉영로 1579,37.252726,127.071649,24시간 이용가능,2
이마트 성남점,41130001,01,03,경기도 성남시 수정구 수정로 201,37.44396711,127.14108755,10:00~22:00,2
성남시청,41130002,05,06,경기도 성남시 중원구 성남대로 997,37.420017,127.126649,24시간 이용가능,2
서면사무소,44770001,01,06,충청남도 서천군 서면 서인로 761,36.15276,126.549804,24시간 이용가능,5
동양컴퓨터학원 앞(공중전화부스),41133002,01,06,경기도 성남시 중원구 중앙동 1175,37.4398788,127.1455762,24시간 이용가능,2
율동자연공원 B주차장,41135001,01,06,경기도 성남시 분당구 서현로 459,37.372759,127.147019,24시간 이용가능,3
성남 맛고을 주차장,41135002,01,06,경기도 성남시 분당구 야탑로 111번길 12-14,37.4119752,127.1320774,24시간 이용가능,1
하나로마트 성남점,41135003,01,06,경기도 성남시 분당구 성남대로 43번길 11,37.3378677,127.1086182,24시간 이용가능,2
홈플러스 의정부점,41150004,01,03,경기도 의정부시 청사로 38,37.75264066,127.07132022,10:00~23:40,2
홈플러스 안양점,41170001,01,03,경기도 안양시 동안구 엘에스로 92,37.370042,126.953179,09:00~24:00,2
안양시청,41173001,01,06,경기도 안양시 동안구 관앙동 1590,37.394966,126.957851,24시간 이용가능,2
이마트 중동점,41190001,01,03,경기도 부천시 원미구 석천로 188,37.50395069,126.76409287,10:00~24:00,2
비전 공영주차장,41220001,01,06,경기도 평택시 비전동 629-1 ,36.997061,127.088369,24시간 이용가능,2
홈플러스 안산점,41270002,01,03,경기도 안산시 상록구 충장로 432,37.317494,126.850333,10:00~24:00,2
안산문화예술의전당,41273001,01,06,경기도 안산시 단원구 화랑로 312,37.319685,126.822534,24시간 이용가능,2
롯데마트 주엽점,41280016,01,03,경기도 고양시 일산서구 중앙로 1496,37.673095,126.755524,10:00~24:00,3
롯데마트 고양점,41280017,01,03,경기도 고양시 덕양구 충장로 150,37.625167,126.836274,10:00~23:00,2
고양종합운동장 부설주차장,41287001,01,06,경기도 고양시 일산서구 중앙로 1601,37.678997,126.741799,24시간 이용가능,5
과천시청,41290002,03,03,경기도 과천시 관문로 69,37.428564,126.98823,24시간 이용가능,2
이마트 도농점,41360003,01,03,경기도 남양주시 도농로 24,37.608762,127.159746,10:00~24:00,2
별내동주민센터,41360004,01,06,경기도 남양주시 별내3로 64-21,37.6458666,127.122093,24시간 이용가능,2
롯데마트 마석점,41360005,01,06,경기도 남양주시 화도읍 경춘로 1992,37.650216,127.309384,24시간 이용가능,5
홈플러스 시화점,41390002,01,03,경기도 시흥시 희망공원로 269,37.345145,126.725226,10:00~24:00,2
의왕휴게소(서울방향),41430002,01,06,경기도 의왕시 오전로 24,37.347493,126.985383,24시간 이용가능,2
의왕휴게소(의왕방향),41430003,01,06,경기도 의왕시 오전로 24,37.348306,126.983728,24시간 이용가능,2
이마트 하남점,41450003,01,03,경기도 하남시 덕풍서로 70,37.552817,127.205407,10:00~24:00,2
서하남휴게소(판교방향),41450004,01,06,경기도 하남시 서울외곽순환고속도로 19,37.525901,127.193057,24시간 이용가능,2
이마트 보라점,41460002,01,03,경기도 용인시 기흥구 한보라1로 92,37.247521,127.105052,10:00~24:00,2
이마트 죽전점,41460003,01,03,경기도 용인시 수지구 포은대로 552,37.32554335,127.11022087,10:00~24:00,2
홈플러스 파주문산점,41480002,01,06,경기도 파주시 문산읍 방촌로 1759,37.869915,126.785434,10:00~22:00,2
이마트 이천점,41500002,01,03,경기도 이천시 이섭대천로 1440-50,37.293832,127.459068,10:00~24:00,2
롯데마트 마장휴게소점(통영방향),41500004,01,06,경기도 이천시 마장면 중부고속도로 82,37.264443,127.40628397,06:00~익일03:00,1
홈플러스 풍무점,41570002,01,03,경기도 김포시 풍무로 167,37.609884,126.724018,09:00~24:00,2
홈플러스 병점점,41590002,01,03,경기도 화성시 경기대로 985,37.203717,127.03676,10:00~24:00,3
송산포도휴게소(평택방향),41590006,01,06,경기도 화성시 송산면 평택시흥고속도로 25,37.2380223,126.7566458,24시간 이용가능,2
송산포도휴게소(시흥방향),41590007,01,06,경기도 화성시 송산면 평택시흥고속도로 25,37.2363191,126.7571394,24시간 이용가능,2
경안동 공영주차장,41610001,01,06,경기도 광주시 경안로 13-6,37.40939,127.258993,24시간 이용가능,2
연천군청,41800001,01,06,경기도 연천군 연천읍 연천로 220,38.0962527,127.0750094,24시간 이용가능,2
하나로마트 퇴계점,42110002,01,03,강원도 춘천시 지석로 11,37.8546007,127.737873,24시간 이용가능,2
춘천휴게소(부산방향),42110003,01,06,강원도 춘천시 동산면 원창리,37.8135838,127.7664419,24시간 이용가능,5
문막휴게소(강릉방향),42130003,01,06,강원도 원주시 문막읍 원문로 1234,37.3360018,127.8586855,24시간 이용가능,2
치악휴게소(부산방향),42130004,01,06,강원도 원주시 신림면 치악로 416,37.2534111,128.0492506,24시간 이용가능,1
치악휴게소(춘천방향),42130005,01,06,강원도 원주시 신림면 다리실2길 32,37.2570717,128.0476759,24시간 이용가능,1
강릉시청,42150001,04,06,강원도 강릉시 강릉대로 33,37.751978,128.875723,24시간 이용가능,2
정동진해변 주차장,42150004,01,06,강원도 강릉시 강동면 정동역길 17,37.6901388,129.0343716,24시간 이용가능,1
동해문화예술회관,42170002,01,06,강원도 동해시 평원로 15,37.526056,129.11433,24시간 이용가능,2
삼척시청,42230001,01,06,강원도 삼척시 중앙로 296,37.448883,129.164245,24시간 이용가능,2
홍천강휴게소(춘천방향),42720001,01,06,강원도 홍천군 북방면 소매곡리,37.7131398,127.8269364,24시간 이용가능,2
홍천군청,42720002,01,06,강원도 홍천군 홍천읍 석화로 93,37.696355,127.8892,24시간 이용가능,2
횡성휴게소(인천방향),42730003,01,06,강원도 횡성군 안흥면 영동고속도로 153,37.4652051,128.1343664,24시간 이용가능,2
횡성휴게소(강릉방향),42730004,01,06,강원도 횡성군 안흥면 영동고속도로 154,37.4625279,128.1352405,24시간 이용가능,1
평창알펜시아리조트,42760001,01,03,강원도 평창군 대관령면 솔봉로 325,37.656634,128.675545,24시간 이용가능,2
평창휴게소(인천방향),42760004,01,06,강원도 평창군 용평면 탑거리길 63,37.6105709,128.4627851,24시간 이용가능,2
고석정주차장,42780002,01,06,강원도 철원군 동송읍 장흥리 20-15,38.1876596,127.2894321,24시간 이용가능,3
인제군농특산물전시판매장,42810001,01,06,강원도 인제군 인제읍 상동리 430,38.065226,128.173986,24시간 이용가능,2
38선 휴게소,42830001,01,06,강원도 양양군 현북면 동해대로 1242,38.003959,128.733235,24시간 이용가능,2
충북도청,43111001,01,06,충청북도 청주시 상당구 상당로 82,36.635884,127.490675,24시간 이용가능,2
청주시 차량등록사업소,43113001,01,06,충청북도 청주시 흥덕구 무심서로 857,36.663756,127.465649,24시간 이용가능,2
충주시청 의회동주차장,43130004,01,06,충청북도 충주시 으뜸로21,36.990123,127.925479,24시간 이용가능,2
제천시청,43150002,02,06,충청북도 제천시 내토로 295,37.131881,128.190869,24시간 이용가능,5
충북제천시 관광정보센터,43150003,01,06,충청북도 제천시 청풍면 교리 산 26,37.01043,128.181144,24시간 이용가능,2
수산복지회관,43150004,01,06,충청북도 제천시 수산면 월악로26길 37,36.934619,128.185489,24시간 이용가능,2
KTX오송역 공영주차장,43710003,01,03,충청북도 청주시 흥덕구 오송읍 봉산리 370-1,36.620035,127.329789,24시간 이용가능,5
속리산휴게소(청원방향),43720002,01,06,충청북도 보은군 마로면 적암리,36.4487013,127.869656,24시간 이용가능,2
옥천읍사무소,43730002,01,06,충청북도 옥천군 옥천읍 동부로 15,36.306666,127.57443,24시간 이용가능,2
영동읍사무소,43740002,01,06,충청북도 영동군 영동읍 영동황간로 15,36.1708928,127.7760147,24시간 이용가능,2
증평인삼관광휴게소,43745001,01,06,충청북도 증평군 증평읍 중부로 2451,36.795447,127.5815,24시간 이용가능,2
괴산국민체육센터,43760002,01,06,충청북도 괴산군 괴산읍 서부리 654,36.814922,127.784082,24시간 이용가능,3
푸른내문화센터,43760003,01,06,충청북도 괴산군 청천면 금관로 473,36.658677,127.73911,24시간 이용가능,2
단양휴게소(부산방향),43800001,01,06,충청북도 단양군 적성면 기동리,36.9947821,128.2883772,24시간 이용가능,2
단양휴게소(춘천방향),43800002,01,06,충청북도 단양군 단성면 하방리,36.9435738,128.3233426,24시간 이용가능,2
단양관광안내소(단양팔경),43800003,01,06,충청북도 단양군 단양읍 고수리 149-1,36.986529,128.376267,24시간 이용가능,1
입장휴게소(서울방향),44133002,01,06,충청남도 천안시 서북구 입장면 연곡길 407,36.9428836,127.1941661,24시간 이용가능,2
천안휴게소(부산방향),44133003,01,06,충청남도 천안시 동남구 수신면 성남로 793-40,36.7304441,127.2629759,24시간 이용가능,2
정안휴게소(천안방향),44150002,01,06,충청남도 공주시 정안면 장원장자울길 73-47,36.5685878,127.1144045,24시간 이용가능,2
이인휴게소(천안방향),44150003,01,06,충청남도 공주시 이인면 이인리,36.3520509,127.0692232,24시간 이용가능,3
탄천휴게소(논산방향),44150004,01,06,충청남도 공주시 탄천면 장선리 151-6,36.3200333,127.0705915,24시간 이용가능,2
정안휴게소(순천방향),44150005,01,06,충청남도 공주시 정안면 석송리,36.5717709,127.1127178,24시간 이용가능,2
아트센터 고마,44150006,01,06,충청남도 공주시 웅진동 354-6,36.466735,127.109715,24시간 이용가능,2
보령시청,44180002,01,06,충청남도 보령시 성주산로 77,36.3329644,126.6134574,24시간 이용가능,2
둔포면사무소,44200003,01,06,충청남도 아산시 둔포면 둔포리 461-11,36.92976,127.037976,24시간 이용가능,3
서산시청,44210002,01,06,충청남도 서산시 관아문길 1,36.7834768,126.4502623,24시간 이용가능,5
지곡면 공영주차장,44210003,01,06,충청남도 서산시 지곡면 화천리 1301-17,36.86375,126.434241,24시간 이용가능,2
벌곡휴게소(대전방향),44230001,01,06,충청남도 논산시 벌곡면 양산리,36.210813,127.2704991,24시간 이용가능,2
엄사상점가 공영주차장,44250003,01,06,충청남도 계룡시 엄사면 엄사리 181-3,36.289045,127.242876,24시간 이용가능,2
면천면사무소,44270001,01,06,충청남도 당진시 면천로 623,36.8162641,126.66494,24시간 이용가능,2
행담도휴게소(서울방향),44270002,01,06,충청남도 당진시 신평면 서해안고속도로 275 ,36.943895,126.806949,24시간 이용가능,2
행담도휴게소(목포방향),44270003,01,06,충청남도 당진시 신평면 서해안고속도로 275 ,36.944564,126.809261,24시간 이용가능,2
인삼랜드휴게소(하남방향),44710001,01,06,충청남도 금산군 군북면 대암길 34-30,36.1551665,127.4962759,24시간 이용가능,2
인삼랜드휴게소(통영방향),44710002,01,06,충청남도 금산군 군북면 어필각로 300,36.1537077,127.4951731,24시간 이용가능,2
금산군청,44710003,01,06,충청남도 금산군 금산읍 군청길 13,36.108708,127.486678,24시간 이용가능,1
부여백제휴게소(공주방향),44760001,01,06,충청남도 부여군 내산면 서천공주고속도로 26,36.2590649,126.8002163,24시간 이용가능,2
부여백제휴게소(서천방향),44760002,01,06,충청남도 부여군 내산면 서천공주고속도로 25,36.2571854,126.7959141,24시간 이용가능,2
동부여석성휴게소,44760003,01,06,충청남도 부여군 석성면 대백제로 3050,36.252312,126.980859,24시간 이용가능,2
청양읍사무소 앞 공영주차장,44790002,01,06,충청남도 청양군 청양읍 칠갑산로6길 28,36.448522,126.801788,24시간 이용가능,2
정산면사무소,44790003,01,06,충청남도 청양군 정산면 칠갑산로 1857,36.414679,126.944913,24시간 이용가능,2
홍주종합경기장,44800005,01,06,충청남도 홍성군 홍성읍 소향리 397-118,36.606382,126.64192,24시간 이용가능,2
광천생활체육공원,44800006,01,06,충청남도 홍성군 광천읍 홍남로 764-42,36.508184,126.635298,24시간 이용가능,2
예산복합문화복지센터,44810002,01,06,충청남도 예산군 예산읍 석양리 213-2,36.6999594,126.8407188,24시간 이용가능,2
안면읍사무소,44825001,01,06,충청남도 태안군 안면읍 장터로 149,36.520513,126.344712,24시간 이용가능,2
남면사무소,44825002,01,06,충청남도 태안군 남면 달산리 1179,36.671559,126.298053,24시간 이용가능,2
태안상설시장 공영주차장,44825003,01,06,충청남도 태안군 태안읍 동백로 251,36.751056,126.2987644,24시간 이용가능,2
롯데마트 당진점,44830001,01,03,충청남도 당진시 정안로 20,36.905631,126.645898,10:00~23:00,2
천의삼거리,44830002,01,01,충청남도 당진시 정미면 천의리 245-4,36.885095,126.568428,24시간 이용가능,2
삼봉4리사무소,44830003,01,01,충청남도 당진시 석문면 대호만로 1736-7,37.013251,126.537678,24시간 이용가능,2
당진근로자복지회관,44830004,01,03,충청남도 당진시 송악읍 부곡공단4길 53-13,36.961417,126.775464,09:00~21:00,2
이마트 전주점,45111001,01,06,전라북도 전주시 완산구 당산로 111,35.83286374,127.12089862,10:00~24:00 이용가능,2
전주덕진공원 주차장,45113001,01,06,전라북도 전주시 덕진구 덕진동 2가 179-6,35.848176,127.120498,24시간 이용가능,2
예술의 전당,45130005,01,06,전라북도 군산시 지곡동 286-8,35.9607154,126.7090665,24시간 이용가능,1
금강철새조망대,45130006,01,06,전라북도 군산시 성산면 성덕리,36.0197065,126.7635205,24시간 이용가능,2
여산휴게소(순천방향),45140001,01,06,전라북도 익산시 여산면 호산리 산32-6,36.0479377,127.1026013,24시간 이용가능,2
함열올림픽 스포츠센터,45140002,01,06,전라북도 익산시 함열읍 와리164,36.0741298,126.963993,24시간 이용가능,2
전라남도 동부지역본부,45160018,01,06,전라남도 순천시 백강로 32,34.9369363,127.5231522,24시간 이용가능,2
정읍녹두장군휴게소(논산방향),45180004,01,06,전라북도 정읍시 북면 남산리,35.6006769,126.8644591,24시간 이용가능,2
정읍녹두장군휴게소(순천방향),45180005,01,06,전라북도 정읍시 북면 정신로 135-61,35.6016871,126.8624805,24시간 이용가능,2
지리산휴게소(옥포방향),45190002,01,06,전라북도 남원시 아영면 아곡리,35.4808967,127.566233,24시간 이용가능,1
지리산휴게소(고서방향),45190003,01,06,전라북도 남원시 아영면 아곡리,35.4837213,127.5665699,24시간 이용가능,2
근로자종합복지관,45710002,01,06,전라북도 완주군 봉동읍 둔산리 881,35.9628434,127.1270991,24시간 이용가능,2
진안군청,45720001,01,06,전라북도 진안군 진안읍 중앙로 67,35.7918402,127.4245086,24시간 이용가능,2
덕유산휴게소(하남방향),45730002,01,06,전라북도 무주군 안성면 통영대전고속도로 148,35.8171253,127.6457339,24시간 이용가능,2
무주읍주민자치센터,45730003,01,06,전라북도 무주군 무주읍 향학로 49,36.0088603,127.6619473,24시간 이용가능,2
안성면주민자치센터,45730004,01,06,전라북도 무주군 안성면 안성로 246-17,35.8629478,127.6528909,24시간 이용가능,2
덕유산휴게소(통영방향),45740001,01,06,전라북도 장수군 계북면 당저길 59,35.8142655,127.6433798,24시간 이용가능,2
장수군청,45740002,01,06,전라북도 장수군 장수읍 호비로 10,35.6467192,127.5215713,24시간 이용가능,2
오수휴게소(전주방향),45750003,01,06,전라북도 임실군 오수면 대명리,35.5391924,127.3111266,24시간 이용가능,2
오수휴게소(광양방향),45750004,01,06,전라북도 임실군 오수면 오산리,35.5398971,127.3091337,24시간 이용가능,3
고창군 읍성주차장,45790004,01,06,전라북도 고창군 고창읍 동리로 117,35.4329963,126.7061833,24시간 이용가능,3
전남 국제교육원 기숙사옆 주차장,46130007,01,06,전라남도 여수시 돌산읍 강남로 31,34.7186332,127.7504264,24시간 이용가능,2
여수시청 직장어린이집앞,46130008,01,06,전라남도 여수시 학동 168(시청로 1번지),34.7595414,127.663531,24시간 이용가능,2
순천만국가정원,46150004,01,06,전라남도 순천시 남승룡로 66,34.928755,127.4945834,24시간 이용가능,2
황전휴게소(전주방향),46150014,01,06,전라남도 순천시 황전면 선변리,35.1529501,127.4541784,24시간 이용가능,2
역전시장(공중전화부스),46150015,01,06,전라남도 순천시 덕암동 220,34.9442291,127.5050376,24시간 이용가능,5
대일학원 앞(공중전화부스),46150016,01,06,전라남도 순천시 조례동 1258,34.9491563,127.5152429,24시간 이용가능,2
황전휴게소(순천방향),46150017,01,06,전라남도 순천시 황전면 선변리,35.149564,127.4538103,24시간 이용가능,2
섬진강휴게소(부산방향),46230004,01,06,전라남도 광양시 진월면 신아리,34.9850866,127.7712222,24시간 이용가능,2
섬진강휴게소(순천방향),46230005,01,06,전라남도 광양시 진월면 신아리,34.9851868,127.7687606,24시간 이용가능,3
광양만권경제자유구역청,46230006,01,06,전라남도 광양시 광양읍 인덕로 1100(광양시 제2청사),34.9803201,127.5834667,24시간 이용가능,2
참살이조가비촌,46770003,01,06,전라남도 고흥군 과역면 무궁화길 12,34.6777856,127.3604837,24시간 이용가능,2
보성녹차휴게소(목포방향),46780004,01,06,전라남도 보성군 미력면 화방리,34.8143816,127.1247081,24시간 이용가능,2
보성녹차휴게소(광양방향),46780005,01,06,전라남도 보성군 겸백면 수남리,34.8081819,127.1816816,24시간 이용가능,2
우수영관광지,46820002,01,06,전라남도 해남군 문내면 관광레저로 12,34.5729042,126.309989,24시간 이용가능,2
땅끝해변주차장,46820003,01,06,전라남도 해남군 송지면 송호로 105-1,34.3119429,126.5213165,24시간 이용가능,2
전라남도청,46840002,01,06,전라남도 무안군 삼향읍 오룡길 1,34.817195,126.4632466,24시간 이용가능,2
함평천지휴게소(시흥방향),46860002,01,06,전라남도 함평군 손불면 서해안고속도로 38,35.130837,126.481442,24시간 이용가능,2
함평천지휴게소(목포방향),46860003,01,06,전라남도 함평군 함평읍 서해안고속도로 31,35.069482,126.47898,24시간 이용가능,2
